Год,Регист номер,Объем T,Влага %,Протеин %,Калий г/кг,Клетчатка %,Зола %,Кальций г/кг,Фосфор г/кг,Каротин мг/кг,Сахар,Нитраты мг/кг,Жир %,ОЭ МДж,Корм. ед.,Перев прот. г/кг,Кач-во корма,Крахм %,Наименование,Outlier,Cluster
2021,65,500.00,74.83,15.9,27.0,30.9,9.2,17.5,3.2,,3.0,,3.2,8.35,0.61,107.0,2,1.2,Люцерновый,False,0
2021,44,0.00,75.79,19.3,,27.18,10.45,,,,6.0,,2.42,8.33,0.64,129.0,1,2.3,Люцерновый,False,0
2021,85,0.00,78.26,10.4,,40.86,9.0,,,,5.0,,1.85,7.88,0.49,70.0,,1.6,Люцерновый,False,0
2021,95,0.00,0.0,,,,,,,,,,,9.18,1.03,,,,Люцерновый,False,1
2021,488,702.00,70.26,10.9,19.3,35.66,7.0,17.1,2.7,16.0,6.0,363.0,2.12,8.21,0.57,73.0,3,1.6,Люцерновый,False,0
2022,777,0.00,79.21,13.0,19.2,33.3,9.2,19.9,1.9,,3.0,,2.12,8.12,0.57,87.0,,2.3,Люцерновый,False,0
2022,279,1100.00,78.24,12.9,,32.63,9.71,,,,7.0,,1.64,9.04,0.57,86.0,,1.3,Люцерновый,False,0
2022,325,780.00,68.79,13.9,25.8,27.14,8.8,25.4,2.1,65.0,18.0,347.0,2.25,8.33,0.65,93.0,1,1.9,Люцерновый,False,0
2022,55,1414.00,71.81,12.9,21.9,35.44,8.95,17.9,2.4,15.0,3.0,371.0,3.54,8.23,0.57,87.0,,1.8,Люцерновый,False,0
2022,56,814.00,76.33,14.1,22.4,32.13,9.96,17.7,2.9,17.0,4.0,380.0,3.45,8.23,0.59,94.0,,1.5,Люцерновый,False,0
2022,738,942.00,67.1,15.0,16.4,26.16,9.3,28.9,2.3,49.0,7.0,380.0,2.59,8.37,0.66,101.0,1,5.3,Люцерновый,False,0
2022,739,410.00,67.0,12.2,16.9,25.72,8.5,24.7,2.4,45.0,3.0,363.0,2.64,8.38,0.67,82.0,2,4.2,Люцерновый,False,0
2022,347,1236.00,72.2,17.3,20.8,30.88,9.0,18.2,2.6,,5.0,,1.88,8.28,0.6,116.0,1,1.9,Люцерновый,False,0
2022,85,612.00,71.92,13.1,,27.88,7.62,20.7,3.2,,41.0,,2.96,8.47,0.66,88.0,1,2.3,Люцерновый,False,0
2022,333,1000.00,76.68,13.6,27.5,30.61,9.1,19.3,3.3,73.0,3.0,309.0,2.01,8.19,0.61,91.0,2,1.6,Люцерновый,False,0
2022,552,1000.00,68.29,16.8,,30.57,10.8,,,,9.0,,2.12,8.13,0.59,113.0,1,2.1,Люцерновый,False,0
2022,195,596.00,64.12,15.9,,30.87,9.2,,,,18.0,,2.01,8.24,0.6,106.0,1,1.5,Люцерновый,False,0
2022,391,2393.00,70.69,10.4,20.8,26.6,6.5,18.9,2.7,34.0,7.0,302.0,2.35,8.47,0.68,70.0,2,1.8,Люцерновый,False,0
2022,256,1000.00,74.43,15.1,23.9,25.2,8.9,15.4,1.9,66.0,4.0,398.0,2.08,8.38,0.67,101.0,1,4.1,Люцерновый,False,0
2022,254,1000.00,68.63,12.3,19.1,26.03,11.4,13.8,2.7,41.0,5.0,380.0,1.85,8.04,0.63,82.0,2,3.6,Люцерновый,False,0
2022,659,500.00,74.95,12.2,15.3,39.18,9.1,24.6,1.8,,2.0,,1.98,7.96,0.51,82.0,,0.6,Люцерновый,False,0
2022,153,333.00,74.78,15.1,21.3,26.33,9.1,16.9,3.0,56.0,6.0,355.0,3.05,8.43,0.66,101.0,1,1.2,Люцерновый,False,0
2023,141,500.00,71.29,19.5,27.1,25.4,9.3,22.2,3.3,60.0,9.0,288.0,2.61,8.5,0.67,131.0,1,1.2,Люцерновый,False,0
2023,51,500.00,62.43,12.9,23.5,22.81,8.9,23.7,1.9,32.0,47.0,191.0,2.41,8.41,0.7,87.0,2,1.8,Люцерновый,False,0
2023,254,1600.00,70.4,16.8,22.4,22.95,9.2,14.7,3.2,54.0,6.0,204.0,2.89,8.52,0.7,113.0,1,1.0,Люцерновый,False,0
2023,365,0.00,64.0,12.3,21.2,28.5,8.1,14.6,3.1,44.0,6.0,214.0,2.05,8.3,0.64,82.0,2,1.5,Люцерновый,False,0
2023,697,914.00,65.0,12.8,24.5,24.5,8.2,12.7,2.5,29.0,6.0,282.0,2.8,8.47,0.69,85.0,2,4.2,Люцерновый,False,0
2023,699,497.00,66.3,12.8,22.1,25.4,8.3,16.3,2.5,35.0,18.0,251.0,2.4,8.4,0.68,86.0,2,2.2,Люцерновый,False,0
2023,310,500.00,67.2,16.2,25.5,25.2,6.9,23.4,2.5,51.0,5.0,257.0,2.56,8.64,0.69,108.0,1,1.1,Люцерновый,False,0
2023,425,500.00,66.9,13.4,18.7,26.5,8.4,14.9,2.2,39.0,7.0,204.0,2.12,8.35,0.66,90.0,1,1.1,Люцерновый,False,0
2023,164,900.00,76.6,14.6,21.2,31.7,7.4,20.4,2.4,73.0,9.0,269.0,2.11,8.36,0.61,98.0,3,1.3,Люцерновый,False,0
2023,314,500.00,75.8,14.1,21.4,28.4,9.3,9.9,3.2,70.0,7.0,269.0,2.69,8.3,0.63,95.0,2,1.4,Люцерновый,False,0
2024,305,472.00,66.1,16.7,26.8,28.4,11.4,25.0,2.7,32.0,9.0,223.0,2.74,8.18,0.61,112.0,2,2.1,Люцерновый,False,0
2024,306,2746.00,67.6,16.1,21.0,29.5,9.9,24.0,2.8,34.0,7.0,269.0,2.39,8.24,0.61,108.0,1,2.8,Люцерновый,False,0
2024,495,2746.00,71.7,17.3,20.8,28.4,9.2,16.8,3.1,49.0,2.0,98.0,2.0,8.33,0.63,116.0,1,4.0,Люцерновый,False,0
2024,689,537.00,73.9,12.4,22.3,25.8,8.1,19.1,3.6,57.0,9.0,324.0,2.89,8.45,0.68,83.0,2,3.5,Люцерновый,False,0
2024,378,500.00,69.2,13.9,23.1,31.2,10.1,35.8,2.6,45.0,4.0,148.0,2.3,8.12,0.59,93.0,2,2.6,Люцерновый,False,0
2024,407,1783.00,75.5,12.1,19.3,31.8,6.6,9.4,2.6,41.0,7.0,257.0,2.24,8.38,0.62,81.0,3,2.3,Люцерновый,False,0
2024,274,1200.00,73.0,15.1,25.9,31.4,9.4,29.2,2.5,56.0,5.0,118.0,2.0,8.18,0.59,101.0,2,0.8,Люцерновый,False,0
2024,230,500.00,73.2,14.6,21.7,35.1,8.3,23.8,3.3,41.0,4.0,85.0,2.0,8.19,0.56,98.0,2,0.7,Люцерновый,False,0
2024,310,500.00,70.5,12.8,,38.1,9.0,,,,5.0,,1.95,8.01,0.52,85.0,,1.9,Люцерновый,False,0
2024,243,59.00,79.5,12.1,20.5,40.7,8.0,24.9,3.1,49.0,7.0,145.0,2.29,8.06,0.5,81.0,,1.3,Люцерновый,False,0
2024,610,0.00,75.4,15.0,20.7,25.7,9.8,16.6,2.8,66.0,4.0,159.0,2.2,8.29,0.66,101.0,1,3.7,Люцерновый,False,0
2025,348,2000.00,68.3,14.7,22.2,33.4,10.3,21.4,2.8,44.0,5.0,281.0,2.9,8.13,0.57,98.0,2,1.7,Люцерновый,False,0
2025,231,500.00,76.5,13.1,,32.9,8.6,,,47.0,13.0,,2.2,8.19,0.59,88.0,,1.4,Люцерновый,False,0
2025,280,2500.00,64.0,17.0,,26.6,10.1,,,,9.0,,2.8,8.35,0.65,114.0,,1.0,Люцерновый,False,0
2025,281,2500.00,76.1,15.5,,24.6,11.0,,,,4.0,,2.2,8.22,0.66,104.0,,1.9,Люцерновый,False,0
2025,367,500.00,68.9,17.3,,28.8,10.3,,,,10.0,,2.5,8.27,0.62,116.0,1,1.5,Люцерновый,False,0
2025,385,500.00,68.5,12.6,15.8,32.5,10.9,17.7,3.6,44.0,14.0,229.0,1.9,7.95,0.56,85.0,,2.7,Люцерновый,False,0
2025,448,2200.00,77.0,17.5,24.6,29.7,9.2,15.5,3.1,57.0,5.0,208.0,2.6,8.36,0.62,117.0,2,3.1,Люцерновый,False,0
2025,319,500.00,67.1,14.4,21.6,30.5,7.7,18.0,2.6,43.0,11.0,275.0,2.3,8.37,0.62,97.0,2,2.2,Люцерновый,False,0
2025,298,500.00,72.4,14.4,20.5,30.3,8.5,20.8,3.2,65.0,9.0,263.0,2.85,8.36,0.62,96.0,2,6.2,Люцерновый,False,0
2025,141,500.00,62.9,15.4,23.2,27.4,9.6,18.7,2.2,35.0,26.0,112.0,2.0,8.26,0.64,103.0,1,2.8,Люцерновый,False,0
2025,295,500.00,61.5,12.9,19.3,31.0,7.7,17.3,2.4,42.0,26.0,263.0,2.15,8.31,0.62,87.0,2,2.3,Люцерновый,False,0
2025,296,500.00,62.6,12.1,15.0,31.9,8.4,14.7,2.3,40.0,20.0,282.0,2.08,8.2,0.6,81.0,3,1.7,Люцерновый,False,0
2025,371,0.00,74.7,12.3,23.1,37.5,8.4,13.3,1.9,67.0,4.0,309.0,1.85,8.05,0.53,82.0,3,2.1,Люцерновый,False,0
2025,453,0.00,73.6,14.7,12.8,33.1,7.5,15.2,3.2,53.0,8.0,263.0,2.15,8.33,0.59,98.0,2,4.8,Люцерновый,False,0
2021,466,1750.00,75.52,9.1,19.8,33.29,5.9,11.3,3.6,65.0,8.0,427.0,2.06,8.47,0.62,60.0,3,3.8,Смеси боб-злак,False,0
2021,627,1155.00,77.14,7.1,13.5,42.45,6.4,10.0,0.5,48.0,4.0,525.0,2.12,8.06,0.5,47.0,,1.2,Смеси боб-злак,False,0
2021,249,1560.00,71.53,14.1,,26.62,5.8,15.1,3.1,,5.0,,2.34,8.83,0.71,93.0,1,0.8,Смеси боб-злак,False,0
2021,250,1234.00,71.69,12.4,,28.25,6.0,14.6,2.7,,9.0,,2.58,8.75,0.69,82.0,1,2.0,Смеси боб-злак,False,0
2021,332,1234.00,68.98,10.9,,29.52,10.2,4.2,1.5,,9.0,,3.51,8.36,0.63,72.0,2,1.5,Смеси боб-злак,False,0
2021,333,1234.00,70.11,12.8,,29.97,9.8,5.9,2.2,,12.0,,3.13,8.37,0.63,85.0,1,1.2,Смеси боб-злак,False,0
2021,285,0.00,67.87,14.2,17.3,31.43,9.9,11.2,3.9,40.0,9.0,363.0,3.07,8.33,0.61,94.0,2,1.1,Смеси боб-злак,False,0
2021,383,753.00,61.22,10.4,15.7,32.51,8.5,11.2,2.4,34.0,9.0,389.0,2.32,8.29,0.6,68.0,3,6.1,Смеси боб-злак,False,0
2021,349,0.00,63.55,9.7,16.3,31.52,5.3,13.4,4.1,33.0,13.0,363.0,4.15,8.81,0.67,64.0,3,17.4,Смеси боб-злак,False,0
2021,359,2900.00,65.37,8.9,18.5,36.74,6.5,11.2,3.4,38.0,6.0,417.0,2.25,8.3,0.57,59.0,3,1.6,Смеси боб-злак,False,0
2021,462,2600.00,68.28,9.6,16.4,32.08,5.7,8.6,2.5,44.0,5.0,347.0,2.85,8.62,0.65,64.0,3,1.3,Смеси боб-злак,False,0
2021,192,500.00,74.4,11.9,21.2,33.18,7.1,19.0,2.6,54.0,5.0,468.0,1.31,8.32,0.6,79.0,2,1.3,Смеси боб-злак,False,0
2021,193,500.00,75.21,14.4,19.1,26.93,5.9,18.4,3.8,63.0,15.0,479.0,1.93,8.77,0.7,95.0,1,0.9,Смеси боб-злак,False,0
2021,601,1100.00,66.79,16.9,,35.39,,,,,,,,8.9,0.64,111.0,2,1.5,Смеси боб-злак,False,0
2021,736,0.00,65.87,10.1,4.3,28.0,6.9,10.4,3.5,32.0,28.0,427.0,2.08,8.58,0.68,66.0,2,2.4,Смеси боб-злак,False,1
2021,430,600.00,77.83,12.5,20.5,30.73,6.4,12.7,2.4,86.0,7.0,479.0,3.51,8.71,0.66,83.0,1,1.9,Смеси боб-злак,False,0
2021,429,560.00,74.52,6.9,18.1,40.92,4.6,13.6,3.1,47.0,7.0,437.0,2.05,8.28,0.54,46.0,3,1.7,Смеси боб-злак,False,0
2021,569,500.00,69.42,11.7,13.9,38.96,6.9,10.8,2.6,36.0,17.0,417.0,2.05,8.2,0.53,77.0,2,0.8,Смеси боб-злак,False,0
2021,446,900.00,71.66,10.5,17.9,31.08,5.7,9.4,2.2,12.0,38.0,457.0,2.05,8.59,0.65,69.0,2,3.5,Смеси боб-злак,False,0
2021,562,1000.00,80.78,15.2,15.9,40.73,7.4,7.9,2.1,83.0,6.0,537.0,3.12,8.25,0.51,100.0,3,1.8,Смеси боб-злак,False,0
2021,241,1140.00,73.8,11.4,16.8,30.57,6.1,15.4,1.7,76.0,11.0,427.0,2.87,8.67,0.66,75.0,2,2.5,Смеси боб-злак,False,0
2021,242,1140.00,72.78,11.9,15.9,30.55,6.0,12.6,3.3,83.0,7.0,417.0,3.01,8.7,0.66,78.0,2,1.7,Смеси боб-злак,False,0
2021,243,1140.00,71.73,11.8,12.6,32.16,5.9,11.1,1.9,49.0,8.0,398.0,2.7,8.62,0.64,78.0,2,2.4,Смеси боб-злак,False,0
2021,244,1140.00,69.26,10.4,11.2,36.39,5.7,12.9,1.9,68.0,14.0,417.0,2.34,8.42,0.59,69.0,3,1.6,Смеси боб-злак,False,0
2021,245,1140.00,69.01,10.5,16.4,30.95,6.3,11.8,1.5,40.0,21.0,389.0,2.22,8.55,0.65,69.0,2,2.0,Смеси боб-злак,False,0
2021,246,1140.00,73.34,12.1,15.9,32.5,6.0,12.8,2.0,63.0,5.0,355.0,2.69,8.6,0.63,80.0,2,2.6,Смеси боб-злак,False,0
2021,247,2000.00,70.81,11.8,16.5,31.89,7.9,8.7,3.5,58.0,5.0,407.0,2.44,8.4,0.62,78.0,2,7.9,Смеси боб-злак,False,0
2022,344,500.00,66.44,10.9,13.4,24.44,9.7,12.2,2.8,,16.0,,2.54,8.49,0.7,72.0,2,10.6,Смеси боб-злак,False,0
2022,345,500.00,67.09,14.8,19.8,28.4,9.8,17.9,2.5,,16.0,,1.85,8.33,0.64,98.0,1,2.2,Смеси боб-злак,False,0
2022,696,0.00,67.84,13.0,23.9,26.01,8.7,24.8,2.4,44.0,10.0,214.0,2.11,8.53,0.68,86.0,1,4.1,Смеси боб-злак,False,0
2022,697,0.00,70.78,12.7,25.5,28.67,9.7,28.1,1.8,51.0,5.0,200.0,2.18,8.33,0.64,84.0,1,3.9,Смеси боб-злак,False,0
2022,189,684.00,68.32,10.9,,30.59,5.9,12.9,1.6,,27.0,,2.56,8.65,0.66,72.0,2,1.8,Смеси боб-злак,False,0
2022,510,1000.00,65.83,11.4,13.6,25.98,5.7,10.2,2.1,47.0,4.0,275.0,2.38,8.83,0.72,75.0,1,9.0,Смеси боб-злак,False,0
2022,548,2000.00,68.1,12.8,15.5,27.9,12.9,6.7,4.5,44.0,19.0,275.0,3.04,8.13,0.62,84.0,1,12.3,Смеси боб-злак,False,0
2022,550,2500.00,69.12,10.4,17.4,23.01,5.8,3.4,2.0,39.0,23.0,302.0,3.12,8.98,0.77,69.0,2,14.1,Смеси боб-злак,False,1
2022,296,762.00,77.64,11.4,25.3,27.25,7.4,9.9,3.7,63.0,5.0,398.0,1.84,8.56,0.68,75.0,2,3.1,Смеси боб-злак,False,0
2022,399,745.00,65.63,8.7,14.7,28.71,5.3,4.9,1.2,38.0,6.0,389.0,2.59,8.74,0.69,57.0,3,8.5,Смеси боб-злак,False,1
2022,400,1771.00,68.15,7.6,15.9,31.92,5.4,9.3,1.9,47.0,9.0,347.0,1.98,8.54,0.65,50.0,3,1.9,Смеси боб-злак,False,0
2022,401,1987.00,76.72,9.9,16.4,37.29,4.8,12.9,2.4,60.0,6.0,407.0,1.88,8.43,0.58,66.0,3,1.7,Смеси боб-злак,False,0
2022,367,4000.00,63.98,11.9,17.4,34.11,8.5,9.2,3.5,39.0,6.0,295.0,2.23,8.24,0.58,78.0,2,1.5,Смеси боб-злак,False,0
2022,341,600.00,78.54,13.3,15.2,29.85,8.5,11.4,1.6,65.0,7.0,371.0,2.04,8.4,0.63,87.0,1,2.6,Смеси боб-злак,False,0
2022,397,0.00,66.96,10.8,,25.95,5.5,11.0,3.4,48.0,14.0,,3.49,8.95,0.73,71.0,2,6.6,Смеси боб-злак,False,0
2022,498,0.00,65.65,13.6,,29.75,9.4,11.4,3.3,41.0,10.0,,2.36,8.35,0.63,90.0,1,2.1,Смеси боб-злак,False,0
2022,499,0.00,66.24,14.1,,29.76,10.6,10.9,3.8,36.0,10.0,,2.28,8.23,0.61,93.0,1,1.1,Смеси боб-злак,False,0
2022,500,0.00,65.23,13.1,,30.49,9.1,12.0,3.0,32.0,,,2.31,8.34,0.62,87.0,1,1.6,Смеси боб-злак,False,0
2023,368,0.00,66.7,13.1,21.4,29.7,7.9,12.1,3.4,51.0,9.0,240.0,2.12,8.47,0.64,86.0,1,1.2,Смеси боб-злак,False,0
2023,369,0.00,65.7,11.1,21.1,30.8,7.7,15.3,2.9,44.0,4.0,246.0,2.06,8.41,0.63,73.0,2,1.3,Смеси боб-злак,False,0
2023,692,500.00,70.6,11.3,,26.6,8.8,,,,6.0,,2.1,8.47,0.68,75.0,1,3.8,Смеси боб-злак,False,0
2023,320,50.00,78.2,11.8,19.4,33.6,10.0,23.0,2.5,12.0,3.0,251.0,2.21,8.11,0.57,78.0,,1.3,Смеси боб-злак,False,0
2023,677,5.00,72.0,9.5,19.8,31.2,7.2,7.6,2.5,50.0,6.0,204.0,3.11,8.53,0.64,63.0,,3.2,Смеси боб-злак,False,0
2023,418,3000.00,69.3,14.3,18.5,28.1,7.9,12.7,3.4,33.0,7.0,209.0,2.78,8.62,0.67,94.0,1,1.3,Смеси боб-злак,False,0
2023,579,600.00,74.7,11.8,17.1,29.7,7.0,13.4,1.6,40.0,5.0,234.0,1.7,8.5,0.65,78.0,2,3.9,Смеси боб-злак,False,0
2023,703,160.00,71.8,14.1,26.8,26.8,9.9,25.2,2.6,47.0,19.0,275.0,2.5,8.43,0.66,93.0,1,3.8,Смеси боб-злак,False,0
2023,360,1500.00,70.7,10.5,,38.5,6.9,,,51.0,10.0,,2.34,8.23,0.54,69.0,,8.2,Смеси боб-злак,False,0
2023,420,1200.00,73.9,13.1,17.8,26.2,7.8,13.0,2.4,53.0,10.0,246.0,2.29,8.63,0.69,86.0,1,1.4,Смеси боб-злак,False,0
2023,432,500.00,76.1,9.8,18.5,38.8,8.6,15.7,1.9,50.0,6.0,257.0,2.89,8.09,0.53,64.0,,1.3,Смеси боб-злак,False,0
2023,318,500.00,74.9,11.1,15.5,30.3,7.7,6.8,3.0,60.0,33.0,234.0,2.25,8.45,0.64,73.0,2,1.7,Смеси боб-злак,False,0
2023,582,500.00,70.3,12.1,16.6,30.3,7.0,10.5,2.2,40.0,3.0,229.0,1.0,8.41,0.64,80.0,1,1.8,Смеси боб-злак,False,0
2023,594,500.00,69.5,13.4,23.5,26.3,11.7,18.0,2.8,49.0,5.0,251.0,3.15,8.33,0.66,89.0,1,3.4,Смеси боб-злак,False,0
2023,255,600.00,82.8,11.4,16.7,29.0,6.4,8.8,1.6,87.0,5.0,324.0,2.14,8.62,0.67,75.0,2,1.0,Смеси боб-злак,False,0
2023,298,1080.00,70.7,6.6,13.4,37.3,5.7,5.7,1.9,48.0,5.0,257.0,1.86,8.28,0.57,44.0,,1.9,Смеси боб-злак,False,0
2023,225,500.00,73.2,11.1,18.6,29.5,6.8,9.1,2.9,56.0,9.0,224.0,2.05,8.55,0.66,73.0,2,1.1,Смеси боб-злак,False,0
2023,182,1500.00,75.7,11.1,20.6,28.4,6.4,12.8,1.7,67.0,8.0,191.0,2.91,8.72,0.69,73.0,2,1.5,Смеси боб-злак,False,0
2023,183,2000.00,73.09,11.1,21.2,27.9,6.3,15.5,1.7,48.0,6.0,148.0,2.86,8.74,0.69,73.0,1,1.3,Смеси боб-злак,False,0
2023,185,2000.00,74.2,11.4,21.4,27.7,6.5,14.9,1.7,54.0,9.0,129.0,2.16,8.66,0.69,75.0,1,1.5,Смеси боб-злак,False,0
2023,340,0.00,74.0,15.3,,23.1,7.8,,,,8.0,,2.15,8.76,0.73,101.0,1,1.1,Смеси боб-злак,False,0
2024,425,2746.00,68.4,19.3,21.9,28.1,9.5,18.3,2.5,51.0,5.0,302.0,2.06,8.47,0.64,127.0,,2.6,Смеси боб-злак,False,0
2024,565,537.00,63.2,11.2,22.5,30.8,6.5,8.5,3.3,38.0,19.0,,2.84,8.61,0.65,74.0,2,4.8,Смеси боб-злак,False,0
2024,541,0.00,72.1,11.1,15.8,29.8,7.8,11.9,2.0,39.0,6.0,182.0,2.12,8.45,0.64,73.0,2,5.6,Смеси боб-злак,False,0
2024,542,0.00,79.5,11.6,23.3,36.4,9.9,24.2,2.8,68.0,2.0,219.0,2.05,8.0,0.53,77.0,2,2.6,Смеси боб-злак,False,0
2024,575,500.00,73.8,13.9,20.9,28.4,7.4,17.9,2.6,55.0,4.0,129.0,2.12,8.58,0.67,92.0,1,4.7,Смеси боб-злак,False,0
2024,252,600.00,69.9,11.2,14.2,30.9,5.8,16.0,2.5,33.0,24.0,263.0,2.15,8.61,0.65,74.0,2,3.1,Смеси боб-злак,False,0
2024,253,743.00,73.8,14.1,19.7,30.2,6.8,20.2,3.1,42.0,5.0,331.0,2.24,8.59,0.65,93.0,1,3.0,Смеси боб-злак,False,0
2024,510,500.00,75.2,11.1,18.6,30.6,5.9,8.3,2.5,52.0,3.0,107.0,2.1,8.6,0.66,73.0,2,2.3,Смеси боб-злак,False,0
2024,304,3500.00,73.3,13.3,21.4,38.3,8.3,15.0,3.0,37.0,5.0,251.0,2.23,8.13,0.53,88.0,2,1.7,Смеси боб-злак,False,0
2024,265,2000.00,71.9,11.3,23.1,30.7,7.3,22.4,2.4,36.0,34.0,204.0,2.04,8.46,0.64,75.0,2,2.4,Смеси боб-злак,False,0
2024,81,500.00,70.3,13.2,24.6,22.9,12.4,26.4,2.6,11.0,9.0,282.0,2.01,8.27,0.68,87.0,1,1.8,Смеси боб-злак,False,0
2024,93,0.00,74.0,11.8,15.1,35.4,7.5,15.0,2.7,50.0,12.0,251.0,2.09,8.28,0.57,78.0,,1.4,Смеси боб-злак,False,0
2024,94,0.00,71.1,13.5,11.4,28.5,6.7,14.6,2.0,38.0,9.0,269.0,2.13,8.64,0.67,89.0,1,2.0,Смеси боб-злак,False,0
2024,95,0.00,71.4,13.1,15.1,28.85,7.5,11.6,2.9,49.0,11.0,288.0,2.15,8.55,0.66,86.0,1,1.9,Смеси боб-злак,False,0
2025,193,1000.00,72.4,16.1,31.5,21.6,10.3,14.2,3.2,34.0,8.0,186.0,2.86,8.65,0.73,106.0,1,2.4,Смеси боб-злак,False,0
2025,456,500.00,76.1,13.5,27.4,32.3,9.7,17.4,3.5,63.0,2.0,213.0,2.0,8.19,0.59,89.0,,1.5,Смеси боб-злак,False,0
2025,457,500.00,69.8,11.4,21.7,30.1,8.9,14.7,2.6,53.0,13.0,191.0,2.5,8.37,0.63,75.0,2,1.4,Смеси боб-злак,False,0
2025,542,500.00,75.6,12.8,29.8,27.6,9.5,13.9,3.2,61.0,9.0,263.0,2.0,8.37,0.65,84.0,1,3.1,Смеси боб-злак,False,0
2025,543,500.00,72.5,11.1,24.2,27.9,8.1,12.1,2.6,58.0,9.0,195.0,1.9,8.46,0.66,73.0,1,2.7,Смеси боб-злак,False,0
2025,329,1000.00,66.1,12.8,21.2,27.0,7.9,20.8,2.0,30.0,32.0,263.0,2.54,8.61,0.68,84.0,1,2.7,Смеси боб-злак,False,0
2025,301,800.00,75.0,11.2,18.0,30.7,5.9,7.3,2.4,60.0,12.0,275.0,3.1,8.7,0.66,74.0,2,1.9,Смеси боб-злак,False,0
2025,302,630.00,74.6,11.0,14.1,30.3,5.0,8.0,2.2,55.0,24.0,209.0,2.9,8.78,0.68,73.0,2,2.3,Смеси боб-злак,False,0
2025,254,500.00,73.3,11.8,15.0,30.6,7.6,12.3,2.6,45.0,4.0,309.0,3.0,8.54,0.64,78.0,2,5.1,Смеси боб-злак,False,0
2025,555,1825.00,75.5,13.6,24.4,36.3,8.9,18.8,2.8,57.0,4.0,240.0,2.8,8.21,0.55,90.0,,1.8,Смеси боб-злак,False,0
2025,353,2600.00,75.8,12.3,25.0,30.2,7.8,9.7,2.5,11.0,7.0,288.0,2.5,8.49,0.64,81.0,1,1.8,Смеси боб-злак,False,0
2025,299,500.00,64.6,11.1,14.5,28.8,8.1,7.6,3.4,45.0,9.0,223.0,2.17,8.46,0.66,73.0,2,2.6,Смеси боб-злак,False,0
2025,300,500.00,75.9,14.6,15.2,24.8,8.4,18.0,2.4,50.0,4.0,316.0,2.94,8.71,0.71,96.0,1,3.8,Смеси боб-злак,False,0
2025,478,500.00,71.6,11.1,12.9,29.3,6.2,9.3,2.0,46.0,75.0,170.0,2.86,8.7,0.68,73.0,2,3.6,Смеси боб-злак,False,0
2025,177,0.00,66.0,11.1,23.1,30.8,7.6,11.0,2.7,44.0,26.0,162.0,2.63,8.48,0.64,73.0,2,1.4,Смеси боб-злак,False,0
2025,178,0.00,74.4,14.4,26.4,30.9,9.0,16.3,3.2,63.0,8.0,141.0,2.69,8.4,0.62,95.0,1,1.1,Смеси боб-злак,False,0
2025,179,0.00,69.6,8.4,19.8,33.7,6.8,4.4,3.3,46.0,31.0,148.0,3.01,8.45,0.62,56.0,3,3.7,Смеси боб-злак,False,0
2025,347,2000.00,70.1,7.6,10.5,23.3,4.2,2.7,1.8,37.0,7.0,275.0,2.65,10.36,0.93,42.0,1,17.2,Кукурузный с зерном,False,1
2025,158,1726.00,64.8,9.0,13.8,18.7,5.4,4.2,3.2,26.0,6.0,166.0,3.13,10.38,0.97,50.0,1,25.0,Кукурузный с зерном,False,1
2025,263,0.00,79.3,5.4,1.3,33.1,2.2,2.1,0.9,58.0,6.0,257.0,2.2,10.33,0.85,30.0,3,16.3,Кукурузный с зерном,False,1
2025,56,580.00,69.1,12.1,13.5,24.0,6.1,7.4,3.3,32.0,3.0,93.0,2.2,10.01,0.88,66.0,1,24.0,Кукурузный с зерном,False,1
2025,107,0.00,66.6,7.8,,17.9,4.8,,,,54.0,,3.3,10.5,0.99,43.0,1,13.2,Кукурузный с зерном,False,1
2025,368,500.00,71.7,11.1,,24.3,6.0,,,,7.0,,2.8,10.11,0.89,61.0,1,14.5,Кукурузный с зерном,False,1
2025,386,500.00,64.4,11.6,12.3,19.1,5.1,7.4,1.7,31.0,8.0,170.0,2.3,10.25,0.98,64.0,1,20.9,Кукурузный с зерном,False,1
2025,327,2000.00,73.0,7.7,8.5,22.8,6.5,4.7,1.2,37.0,6.0,214.0,3.37,10.22,0.92,42.0,1,23.4,Кукурузный с зерном,False,1
2025,243,0.00,72.4,8.3,11.5,20.1,4.1,1.9,2.2,47.0,8.0,102.0,2.1,10.36,0.96,45.0,1,25.6,Кукурузный с зерном,False,1
2025,396,2000.00,60.7,7.6,,19.8,3.4,,,,5.0,105.0,2.65,10.56,0.98,42.0,1,24.1,Кукурузный с зерном,False,1
2025,345,3000.00,0.0,,8.0,,,10.5,2.3,,,,,11.1,1.24,,2,,Кукурузный с зерном,False,1
2024,376,2000.00,70.6,7.5,,18.2,3.8,,,,4.0,,3.26,10.61,1.0,41.0,1,19.1,Кукурузный с зерном,False,1
2024,478,1060.00,72.4,8.8,9.3,23.1,4.8,4.1,2.6,33.0,5.0,275.0,3.232,10.36,0.93,48.0,1,21.9,Кукурузный с зерном,False,1
2024,564,1190.00,69.8,9.8,17.5,24.0,5.8,4.4,3.9,30.0,6.0,,3.15,10.21,0.9,54.0,1,20.8,Кукурузный с зерном,False,1
2024,687,1190.00,73.0,9.6,15.7,22.7,5.6,5.1,3.0,52.0,5.0,269.0,3.69,10.34,0.93,53.0,1,21.1,Кукурузный с зерном,False,1
